VARIABLES="X""Y""NumberOfNumber"
0.849037 0.0404446 4
0.846151 0.0807976 4
0.841348 0.120968 5
0.834639 0.160864 6
0.82604 0.200395 6
0.815569 0.239473 6
0.803251 0.278008 6
0.789113 0.315913 6
0.773187 0.353103 6
0.75551 0.389493 6
0.736122 0.425 6
0.715066 0.459545 6
0.69239 0.493048 6
0.668145 0.525435 4
0.642387 0.556632 4
0.615174 0.586567 4
0.586567 0.615174 4
0.556632 0.642387 4
0.525435 0.668145 4
0.493048 0.69239 6
0.459545 0.715065 6
0.425 0.736122 6
0.389493 0.75551 6
0.353103 0.773187 6
0.315913 0.789113 6
0.278008 0.803251 6
0.239473 0.815569 6
0.200395 0.82604 6
0.160864 0.834639 6
0.120968 0.841348 5
0.0807977 0.846151 4
0.0404447 0.849037 4
0 0.85 3
0.9 0 3
0.899094 0.0403783 4
0.896377 0.0806754 4
0.891855 0.12081 5
0.885537 0.160701 6
0.877435 0.200269 6
0.867567 0.239433 6
0.855951 0.278115 6
0.842611 0.316237 6
0.827575 0.353723 6
0.810872 0.390495 6
0.792536 0.426482 6
0.772604 0.461609 6
0.751116 0.495807 6
0.728115 0.529007 5
0.703648 0.561141 4
0.677764 0.592145 4
0.650515 0.621956 4
0.621956 0.650515 4
0.592145 0.677764 4
0.561141 0.703648 4
0.529007 0.728115 5
0.495807 0.751116 6
0.461609 0.772604 6
0.426482 0.792536 6
0.390495 0.810872 6
0.353723 0.827575 6
0.316237 0.842611 6
0.278115 0.855951 6
0.239433 0.867567 6
0.200269 0.877435 6
0.160701 0.885537 6
0.12081 0.891855 5
0.0806754 0.896377 4
0.0403784 0.899094 4
0 0.9 3
0.95 0 3
0.949144 0.0403191 4
0.946578 0.0805656 4
0.942305 0.120667 5
0.936335 0.160551 6
0.928677 0.200145 6
0.919346 0.239379 6
0.908358 0.278182 6
0.895734 0.316483 6
0.881495 0.354214 6
0.865667 0.391306 6
0.84828 0.427694 6
0.829363 0.46331 6
0.808953 0.498092 6
0.787084 0.531976 6
0.763797 0.564902 5
0.739134 0.596809 4
0.713139 0.627641 4
0.685858 0.657342 4
0.657342 0.685858 4
0.627641 0.713139 4
0.596809 0.739134 4
0.564902 0.763797 5
0.531976 0.787084 6
0.498092 0.808953 6
0.46331 0.829363 6
0.427694 0.84828 6
0.391306 0.865667 6
0.354214 0.881495 6
0.316483 0.895734 6
0.278182 0.908358 6
0.239379 0.919346 6
0.200145 0.928677 6
0.160551 0.936335 6
0.120667 0.942305 5
0.0805657 0.946578 4
0.0403192 0.949144 4
0 0.95 3
1 0 2
0.999189 0.0402659 3
0.996757 0.0804666 3
0.992709 0.120537 3
0.98705 0.160411 4
0.979791 0.200026 4
0.970942 0.239316 4
0.960518 0.278217 4
0.948536 0.316668 4
0.935016 0.354605 4
0.919979 0.391967 4
0.90345 0.428693 4
0.885456 0.464723 4
0.866025 0.5 4
0.84519 0.534466 4
0.822984 0.568065 4
0.799443 0.600742 3
0.774605 0.632445 3
0.748511 0.663123 3
0.721202 0.692724 3
0.692724 0.721202 3
0.663123 0.748511 3
0.632445 0.774605 3
0.600742 0.799443 3
0.568065 0.822984 4
0.534466 0.84519 4
0.5 0.866025 4
0.464723 0.885456 4
0.428693 0.90345 4
0.391967 0.919979 4
0.354605 0.935016 4
0.316668 0.948536 4
0.278217 0.960518 4
0.239316 0.970942 4
0.200026 0.979791 4
0.160411 0.98705 4
0.120537 0.992709 3
0.0804666 0.996757 3
0.040266 0.999189 3
0 1 2
